frame,node_id,x,y,z
1,11,0.32593414187431335,0.41938096284866333,0.07639637589454651
1,12,0.40720656514167786,0.34494805335998535,0.2759346067905426
1,13,0.340677410364151,0.5504540801048279,0.038998883217573166
1,14,0.4341389238834381,0.44177868962287903,0.32108074426651
1,15,0.3337255120277405,0.6766294240951538,0.058803215622901917
1,16,0.41866806149482727,0.5268294811248779,0.3695205748081207
1,23,0.44719645380973816,0.5721586346626282,-0.07681680470705032
1,24,0.48260563611984253,0.518730640411377,0.07659698277711868
2,11,0.3261963427066803,0.4194207489490509,0.08104121685028076
2,12,0.40719857811927795,0.3451269865036011,0.28038427233695984
2,13,0.34067609906196594,0.5503695607185364,0.04081149399280548
2,14,0.4326848089694977,0.45350348949432373,0.3172134459018707
2,15,0.3335675895214081,0.6766397356987,0.060465600341558456
2,16,0.4185476005077362,0.531535267829895,0.35104984045028687
2,23,0.44735127687454224,0.5722114443778992,-0.0760115385055542
2,24,0.48281174898147583,0.5187568664550781,0.07581174373626709
3,11,0.32627958059310913,0.4198605716228485,0.08224006742238998
3,12,0.4071589708328247,0.3452828824520111,0.28566867113113403
3,13,0.34064918756484985,0.5504019260406494,0.04008074849843979
3,14,0.43024131655693054,0.4652288854122162,0.31638941168785095
3,15,0.33349260687828064,0.6766265034675598,0.05670410767197609
3,16,0.41636425256729126,0.5365028381347656,0.33343788981437683
3,23,0.4475926458835602,0.572230875492096,-0.07597308605909348
3,24,0.48299485445022583,0.5187911987304688,0.07577810436487198
4,11,0.3265617787837982,0.42009028792381287,0.084483802318573
4,12,0.4071389138698578,0.3453216850757599,0.30055901408195496
4,13,0.3405975103378296,0.5503078699111938,0.04164128750562668
4,14,0.4285717010498047,0.47141745686531067,0.32713133096694946
4,15,0.3333183825016022,0.6766341924667358,0.06225576251745224
4,16,0.41570401191711426,0.5405154824256897,0.3507079780101776
4,23,0.44777774810791016,0.5722748637199402,-0.07597917318344116
4,24,0.48320382833480835,0.5188179612159729,0.07578350603580475
